DATE,WUR WELL 1,WUR WELL 2,WUR WELL 3,WUR WELL 4,WUR WELL 5,WUR WELL 6,AL WELL 1,AL WELL 2,AL WELL 3,AL WELL 4,POST RESERVOIR METER,CANYON LAKE
2012-12-03,12.4146,0,12.2866,1.4765,2.7485,0,0,1.639,0,2.116,28.348,8.5066386
2012-12-04,14.2224,0,12.2728,0,3.9635,0,0,3.703,0,2.005,29.85,8.619515
2012-12-05,11.0525,0,12.2748,0,5.6795,0,0,0.022,0,1.423,28.427,8.466111
2012-12-06,11.6958,0,11.6141,0.0691,3.4219,1.1196,0,0.912,0,2.097,27.362,8.6144652
2012-12-07,13.3269,0,12.2984,0,2.0943,0,0,1.194,0,1.995,27.165,8.0425862
2012-12-08,12.2991,0,12.3121,0,2.6923,0,0,0,0,1.731,26.757,8.755181
2012-12-09,10.4321,0,12.2909,0,2.9073,0,0,0,0,1.499,25.118,8.7315384
2012-12-10,7.9888,0,4.9125,0,3.2182,6.79,0,0,0,2.184,22.451,8.6156396
2012-12-11,6.3706,0,0,0,0,21.065,0,0.734,0,1.948,26.887,8.5882497
2012-12-12,6.7937,0,2.6992,0,0,21.0756,0,0.873,0,2.14,29.957,8.6778803
2012-12-13,2.2678,0,0,0,0,21.0384,0,0,0,2.293,22.84,8.5825606
2012-12-14,5.7674,0,0,0,0,21.068,0,0,0,2.117,26.299,8.666131
2012-12-15,6.1958,0,0,0,0,15.339,0,0,0,1.84,21.104,8.8861974
2012-12-16,4.229,0,0,0,0,18.697,0,0,0,2.128,22.467,9.015905
2012-12-17,4.9621,0,0,0,0,21.086,0,1.201,0,2.145,25.527,8.6020187
2012-12-18,5.054,0,0,0,0,18.36,0,0,0,2.116,22.946,8.7223386
2012-12-19,5.5212,0,0,0,0,18.553,0,2.158,0,2.117,23.593,8.76007
2012-12-20,4.51,0,0,0,0,20.981,0,5.166,0,1.98,24.981,8.5600438
2012-12-21,7.3054,0,0,0,0,18.46,0,1.042,0,2.114,25.25,8.7336783
2012-12-22,0.6443,0,2.4541,0,0,16.249,0,0,0,2.389,18.96,8.6985435
2012-12-23,0.0291,0,8.3888,0,0,18.641,0,0,0,1.941,26.518,8.9044927
2012-12-24,3.9658,0,3.9081,0,0,21.01,0,3.736,0,1.381,28.306,8.588161
2012-12-25,1.8716,0,0,0,0,18.057,0,0.362,0,2.096,19.53,8.7493643
2012-12-26,9.9446,0,0,0,0,19.645,0,1.162,0,2.037,28.998,8.5883537
2012-12-27,0,0,0,0,0,18.6965,0,1.842,0,0.862,18.323,8.6769724
2012-12-28,6.2234,0,0,0,0,21.1365,0,0,0,2.045,26.813,8.6201773
2012-12-29,6.7915,0,0,0,0,18.575,0,0,0,2.161,24.859,8.8861298
2012-12-30,7.6645,0,0,0,0,17.637,0,0,0,2.076,24.795,7.7772163
2012-12-31,4.6077,0,0,0,0,21.077,0,0,0,2.104,25.171,8.6472384
